URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_29.html,2022.4.20221006,active,"1.2.840.10008.6.1.19",AcquisitionModality,,"Transitive closure of CID 29 AcquisitionModality","StructureDefinition/ImImagingStudy","Internal"
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_33.html,2022.4.20221006,active,"1.2.840.10008.6.1.1283",Modality,,"Transitive closure of CID 33 Modality","StructureDefinition/ext-R5-DocumentReference.modality","Internal"
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_7010.html,2022.4.20221006,active,"1.2.840.10008.6.1.490",KeyObjectSelectionDocumentTitle,,"Transitive closure of CID 7010 KeyObjectSelectionDocumentTitle","StructureDefinition/ImImagingSelection,StructureDefinition/ImKeyImageImagingSelection,StructureDefinition/ext-R5-ImagingSelection,StructureDefinition/ImSrInstanceImagingSelection","Internal"
http://hl7.eu/fhir/imaging-r4/ValueSet/ImImagingManifestTypesEuVS,0.1.0-ballot,draft,,ImImagingManifestTypesEuVS,HL7 EU Imaging Manifest Types,"HL7 EU Imaging Manifest Types used in Compositions and DiagnosticReports.","StructureDefinition/ImManifestIheMhdDocumentReference","Internal"
http://hl7.eu/fhir/imaging-r4/ValueSet/ImImagingReportTypesEuVS,0.1.0-ballot,draft,,ImImagingReportTypesEuVS,HL7 EU Imaging Report Types,"HL7 EU Imaging Report Types used in Compositions and DiagnosticReports.","StructureDefinition/ImComposition,StructureDefinition/ImReportIheMhdDocumentReference","Internal"
http://hl7.eu/fhir/imaging-r4/ValueSet/ImSectionEmptyReason,0.1.0-ballot,draft,,ImSectionEmptyReason,Reasons a section in an imaging report is empty.,"Reasons a section in an imaging report is empty.","StructureDefinition/ImComposition","LOINC,THO"
http://hl7.eu/fhir/imaging-r4/ValueSet/im-dose-length-units,0.1.0-ballot,draft,,ImDoseLengthUnits,Dose Length Units,"Units for Dose Length.","StructureDefinition/ImRadiationDoseObservation","UCUM"
http://hl7.eu/fhir/imaging-r4/ValueSet/im-effective-dose-units,0.1.0-ballot,draft,,ImEffectiveDoseUnits,Effective Dose Units,"Units for Effective Dose.","StructureDefinition/ImRadiationDoseObservation","UCUM"
http://hl7.eu/fhir/imaging-r4/ValueSet/im-gray-square-units,0.1.0-ballot,draft,,ImGraySquareUnits,Gray Square Units,"Units for Gray Square.","StructureDefinition/ImRadiationDoseObservation","UCUM"
http://hl7.eu/fhir/imaging-r4/ValueSet/im-imaging-device-type,0.1.0-ballot,draft,,ImImagingDeviceType,Imaging Device Type,"Imaging Device Type.",,"SCT"
http://hl7.eu/fhir/imaging-r4/ValueSet/im-imaging-study-performer-type,0.1.0-ballot,draft,,ImImagingStudyPerformerTypeVS,Imaging Study Performer Type Value Set,"Imaging Study series performer type codes, it extends on the base set defined in the FHIR specification.","StructureDefinition/ImImagingStudy","THO (V3)"
http://hl7.eu/fhir/imaging-r4/ValueSet/im-procedure-type,0.1.0-ballot,draft,,ImProcedureType,Imaging Procedure Type,"This value set includes all imaging procedure types.","StructureDefinition/ImProcedure","SCT"
http://hl7.eu/fhir/imaging-r4/ValueSet/media-view,4.0.1,draft,,CrossVersionMediaView,Media View types - placeholder for cross-version extension,"Codes defined in SNOMED CT that can be used to record Media Recording views.","StructureDefinition/CrossVersionMediaViewExtension","SCT"
http://hl7.eu/fhir/imaging-r4/ValueSet/periods-of-life-value-set,0.1.0-ballot,draft,,PeriodsOfLifeValueSet,Periods of Life,"A value set of periods of life extension ([SNOMED tree](https://browser.ihtsdotools.org/?perspective=full&conceptId1=767023003&edition=MAIN/2025-04-01&release=&languages=en)).","StructureDefinition/periods-of-life-extension","SCT"
http://hl7.eu/fhir/imaging-r4/ValueSet/valueset-diagnosticreport-report-support-info,0.1.0-ballot,draft,,DiagnosticReportSupportingInfoVCodes,DiagnosticReport supportInfo codes,"Codes to be used in `DiagnosticReport.supportInfo` for imaging reports.","StructureDefinition/ImDiagnosticReport","Internal"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/ImPatient,StructureDefinition/RelatedPersonEu,StructureDefinition/PatientAnimalEu","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-actuality,4.0.1,draft,"2.16.840.1.113883.4.642.3.831",AdverseEventActuality,AdverseEventActuality,"Overall nature of the adverse event, e.g. real or potential.","StructureDefinition/ImAdverseEvent","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.833",AdverseEventCategory,AdverseEventCategory,"Overall categorization of the event, e.g. product-related or situational.","StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-assess,4.0.1,draft,"2.16.840.1.113883.4.642.3.840",AdverseEventCausalityAssessment,AdverseEventCausalityAssessment,"Codes for the assessment of whether the entity caused the event.","StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-method,4.0.1,draft,"2.16.840.1.113883.4.642.3.842",AdverseEventCausalityMethod,AdverseEventCausalityMethod,"TODO.","StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.836",AdverseEventOutcome,AdverseEventOutcome,"TODO (and should this be required?).","StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-seriousness,4.0.1,draft,"2.16.840.1.113883.4.642.3.838",AdverseEventSeriousness,AdverseEventSeriousness,"Overall seriousness of this event for the patient.","StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.844",AdverseEventSeverity,AdverseEventSeverity,"The severity of the adverse event itself, in direct relation to the subject.","StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.835",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all SNOMED CT Clinical Findings.","StructureDefinition/ImAdverseEvent","SCT"
http://hl7.org/fhir/ValueSet/age-units,4.0.1,draft,"2.16.840.1.113883.4.642.3.19",CommonUCUMCodesForAge,Common UCUM Codes for Age,"Unified Code for Units of Measure (UCUM). This value set includes all UCUM codes","StructureDefinition/ImGestationalAgeObservation","UCUM"
http://hl7.org/fhir/ValueSet/allergy-intolerance-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.133",AllergyIntoleranceCategory,AllergyIntoleranceCategory,"Category of an identified substance associated with allergies or intolerances.","StructureDefinition/AllergyIntoleranceEu","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality,4.0.1,draft,"2.16.840.1.113883.4.642.3.129",AllergyIntoleranceCriticality,AllergyIntoleranceCriticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","StructureDefinition/AllergyIntoleranceEu","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.131",AllergyIntoleranceType,AllergyIntoleranceType,"Identification of the underlying physiological mechanism for a Reaction Risk.","StructureDefinition/AllergyIntoleranceEu","hl7.fhir.r4.core"
