URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_244.html,2022.4.20221006,active,"1.2.840.10008.6.1.37",Laterality,,"Transitive closure of CID 244 Laterality","StructureDefinition/ImImagingStudy,StructureDefinition/Manifest-ImImagingStudy,StructureDefinition/Report-ImImagingStudy","SCT"
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_33.html,2022.4.20221006,active,"1.2.840.10008.6.1.1283",Modality,,"Transitive closure of CID 33 Modality","StructureDefinition/ImIheMhdDocumentReference,StructureDefinition/Report-EuDocumentReference,StructureDefinition/ImKeyImageDocumentReference,StructureDefinition/ext-R5-DocumentReference.modality,StructureDefinition/DocumentReferenceEu,StructureDefinition/ImImagingStudy,StructureDefinition/Manifest-ImImagingStudy,StructureDefinition/Report-ImImagingStudy,StructureDefinition/ImManifestIheMhdDocumentReference,StructureDefinition/ImReportIheMhdDocumentReference","Internal"
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_7010.html,2022.4.20221006,active,"1.2.840.10008.6.1.490",KeyObjectSelectionDocumentTitle,,"Transitive closure of CID 7010 KeyObjectSelectionDocumentTitle","StructureDefinition/ImImagingSelection,StructureDefinition/ImKeyImageImagingSelection,StructureDefinition/ext-R5-ImagingSelection,StructureDefinition/ImSrInstanceImagingSelection","Internal"
http://hl7.eu/fhir/imaging-r5/ValueSet/ImImagingManifestTypesEuVS,0.1.0-ballot,draft,,ImImagingManifestTypesEuVS,HL7 EU Imaging Manifest Types,"HL7 EU Imaging Manifest Types used in Compositions and DiagnosticReports.","StructureDefinition/ImManifestIheMhdDocumentReference","Internal"
http://hl7.eu/fhir/imaging-r5/ValueSet/ImImagingReportTypesEuVS,0.1.0-ballot,draft,,ImImagingReportTypesEuVS,HL7 EU Imaging Report Types,"HL7 EU Imaging Report Types used in Compositions and DiagnosticReports.","StructureDefinition/ImComposition,StructureDefinition/Report-ImComposition,StructureDefinition/ImReportIheMhdDocumentReference","Internal"
http://hl7.eu/fhir/imaging-r5/ValueSet/ImSectionEmptyReason,0.1.0-ballot,draft,,ImSectionEmptyReason,Reasons a section in an imaging report is empty.,"Reasons a section in an imaging report is empty.","StructureDefinition/ImComposition,StructureDefinition/Report-ImComposition","LOINC,THO"
http://hl7.eu/fhir/imaging-r5/ValueSet/im-dose-length-units,0.1.0-ballot,draft,,ImDoseLengthUnits,Dose Length Units,"Units for Dose Length.","StructureDefinition/ImRadiationDoseObservation,StructureDefinition/Report-ImRadiationDoseObservation","UCUM"
http://hl7.eu/fhir/imaging-r5/ValueSet/im-effective-dose-units,0.1.0-ballot,draft,,ImEffectiveDoseUnits,Effective Dose Units,"Units for Effective Dose.","StructureDefinition/ImRadiationDoseObservation,StructureDefinition/Report-ImRadiationDoseObservation","UCUM"
http://hl7.eu/fhir/imaging-r5/ValueSet/im-gray-square-units,0.1.0-ballot,draft,,ImGraySquareUnits,Gray Square Units,"Units for Gray Square.","StructureDefinition/ImRadiationDoseObservation,StructureDefinition/Report-ImRadiationDoseObservation","UCUM"
http://hl7.eu/fhir/imaging-r5/ValueSet/im-imaging-device-type,0.1.0-ballot,draft,,ImImagingDeviceType,Imaging Device Type,"Imaging Device Type.","StructureDefinition/ImImagingDevice","SCT"
http://hl7.eu/fhir/imaging-r5/ValueSet/im-imaging-study-performer-type,0.1.0-ballot,draft,,ImImagingStudyPerformerTypeVS,Imaging Study Performer Type Value Set,"Imaging Study series performer type codes, it extends on the base set defined in the FHIR specification.","StructureDefinition/ImImagingStudy,StructureDefinition/Manifest-ImImagingStudy,StructureDefinition/Report-ImImagingStudy","THO (V3)"
http://hl7.eu/fhir/imaging-r5/ValueSet/im-procedure-type,0.1.0-ballot,draft,,ImProcedureType,Imaging Procedure Type,"This value set includes all imaging procedure types.","StructureDefinition/Report-ImProcedure,StructureDefinition/ImProcedure,StructureDefinition/Manifest-ImProcedure","SCT"
http://hl7.eu/fhir/imaging-r5/ValueSet/media-view,4.0.1,draft,,CrossVersionMediaView,Media View types - placeholder for cross-version extension,"Codes defined in SNOMED CT that can be used to record Media Recording views.","StructureDefinition/CrossVersionMediaViewExtension","SCT"
http://hl7.eu/fhir/imaging-r5/ValueSet/periods-of-life-value-set,0.1.0-ballot,draft,,PeriodsOfLifeValueSet,Periods of Life,"A value set of periods of life extension ([SNOMED tree](https://browser.ihtsdotools.org/?perspective=full&conceptId1=767023003&edition=MAIN/2025-04-01&release=&languages=en)).","StructureDefinition/periods-of-life-extension","SCT"
http://hl7.eu/fhir/imaging-r5/ValueSet/valueset-diagnosticreport-report-support-info,0.1.0-ballot,draft,,DiagnosticReportSupportingInfoVCodes,DiagnosticReport supportInfo codes,"Codes to be used in `DiagnosticReport.supportInfo` for imaging reports.","StructureDefinition/Report-ImDiagnosticReport,StructureDefinition/ImDiagnosticReport","Internal"
http://hl7.org/fhir/ValueSet/address-type,5.0.0,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/Report-EuAddress,StructureDefinition/Manifest-EuAddress","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/address-use,5.0.0,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/Report-EuAddress,StructureDefinition/Manifest-EuAddress","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/administration-method-codes,5.0.0,draft,"2.16.840.1.113883.4.642.3.90,2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/Report-EuMedicationAdministration","SCT"
http://hl7.org/fhir/ValueSet/administration-subpotent-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.3128",MedicationAdministrationSubpotentReason,MedicationAdministration Subpotent Reason,"MedicationAdministration Subpotent Reason","StructureDefinition/Report-EuMedicationAdministration","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/administrative-gender,5.0.0,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/Manifest-EuPatient,StructureDefinition/Manifest-EuPatientAnimal,StructureDefinition/Manifest-ImPatient,StructureDefinition/Report-ImPatient,StructureDefinition/ImPatient,StructureDefinition/Manifest-EuPractitioner,StructureDefinition/Report-EuRelatedPerson,StructureDefinition/Report-EuPractitioner,StructureDefinition/Report-EuPatient,StructureDefinition/RelatedPersonEu,StructureDefinition/Report-EuPatientAnimal,StructureDefinition/PatientAnimalEu","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/adverse-event-actuality,5.0.0,draft,"2.16.840.1.113883.4.642.3.831",AdverseEventActuality,Adverse Event Actuality,"Overall nature of the adverse event, e.g. real or potential.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/adverse-event-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.833,2.16.840.1.113883.4.642.3.806",AdverseEventCategory,Adverse Event Category,"Overall categorization of the event, e.g. product-related or situational.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-assess,5.0.0,draft,"2.16.840.1.113883.4.642.3.840,2.16.840.1.113883.4.642.3.815",AdverseEventCausalityAssessment,Adverse Event Causality Assessment,"Codes for the assessment of whether the entity caused the event.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-method,5.0.0,draft,"2.16.840.1.113883.4.642.3.842,2.16.840.1.113883.4.642.3.817",AdverseEventCausalityMethod,Adverse Event Causality Method,"TODO.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-contributing-factor,5.0.0,draft,"2.16.840.1.113883.4.642.3.3237",AdverseEventContributingFactor,AdverseEvent Contributing Factor,"This value set includes codes that describe the contributing factors suspected to have increased the probability or severity of the adverse event.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-mitigating-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.3234",AdverseEventMitigatingAction,AdverseEvent Mitigating Action,"This value set includes codes that describe the ameliorating actions taken after the adverse event occured in order to reduce the extent of harm.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-outcome,5.0.0,draft,"2.16.840.1.113883.4.642.3.809,2.16.840.1.113883.4.642.3.836",AdverseEventOutcome,AdverseEvent Outcome,"This value set includes codes that describe the type of outcome from the adverse event.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-participant-function,5.0.0,draft,"2.16.840.1.113883.4.642.3.3235",AdverseEventParticipantFunction,AdverseEvent Participant Function,"This value set includes codes that describe the type of involvement of the actor in the adverse event.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","THO (V3)"
http://hl7.org/fhir/ValueSet/adverse-event-preventive-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.3238",AdverseEventPreventiveAction,AdverseEvent Preventive Action,"This value set includes codes that describe the preventive actions that contributed to avoiding the adverse event.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-seriousness,5.0.0,draft,"2.16.840.1.113883.4.642.3.811,2.16.840.1.113883.4.642.3.838",AdverseEventSeriousness,Adverse Event Seriousness,"Overall seriousness of this event for the patient.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.3236",AdverseEventStatus,Adverse Event Status,"Codes identifying the lifecycle stage of an adverse event.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/adverse-event-supporting-info,5.0.0,draft,"2.16.840.1.113883.4.642.3.3239",AdverseEventSupportingInforation,AdverseEvent Supporting Information,"This value set includes codes that describe the supporting information relevant to the event.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","SCT"
http://hl7.org/fhir/ValueSet/adverse-event-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.835,2.16.840.1.113883.4.642.3.808",AdverseEventType,AdverseEvent Type,"This value set includes codes that describe the adverse event or incident that occurred or was averted.","StructureDefinition/Report-ImAdverseEvent,StructureDefinition/ImAdverseEvent","SCT"
http://hl7.org/fhir/ValueSet/age-units,5.0.0,draft,"2.16.840.1.113883.4.642.3.19",CommonUCUMCodesForAge,Common UCUM Codes for Age,"Unified Code for Units of Measure (UCUM). This value set includes all common UCUM codes used for Age - that it is, all commonly used units which have the same canonical unit as 'a' (year)","StructureDefinition/Report-ImGestationalAgeObservation,StructureDefinition/ImGestationalAgeObservation","UCUM"
