Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.eu.imaging-r5.json	76250	-	0	0	0	0	0	0	19	77	0	0	0	0	0	0	0	2	0	0	213	443	0	0	0	12	0	2
fsh-generated/resources/ActorDefinition-ImManifestProvider.json	323	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	21	24	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-ImReportProvider.json	313	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Hl7EuDocumentTypes.json	1391	6	0	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	31	3313	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-codesystem-diagnostic-report-support-info.json	813	5	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	18	118	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-codesystem-endpoint-terminology.json	937	5	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	1	0	0	24	101	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-codesystem-missing-dicom-terminology.json	3113	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	31	106	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSAddressMap.json	3394	12	0	0	0	0	0	0	1	1974	0	0	0	0	0	0	0	0	0	0	29	121	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSAllergyIntoleranceMap.json	5389	9	0	0	0	0	0	0	0	3086	0	0	0	0	0	0	0	0	0	0	37	56	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSAttachmentMap.json	3444	7	0	0	0	0	0	0	1	2253	0	0	0	0	0	0	0	0	0	0	24	47	0	1	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSCarePlanMap.json	4542	7	0	0	0	0	0	0	0	2201	0	0	0	0	0	0	0	0	0	0	26	45	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSConditionMap.json	6002	9	0	0	0	0	0	0	0	3064	0	0	0	0	0	0	0	0	0	0	35	33	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSCoverageMap.json	2405	7	0	0	1	0	0	0	0	1239	0	0	0	0	0	0	0	0	0	0	24	27	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSDeviceMap.json	3218	6	0	0	0	0	0	0	1	2062	0	0	0	0	0	0	0	0	0	0	28	24	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSEncounterMap.json	7346	5	0	0	0	0	0	0	0	4681	0	0	0	0	0	0	0	0	0	0	28	30	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSEndpointMap.json	3785	5	0	0	0	0	0	0	0	1981	0	0	0	0	0	0	0	0	0	0	22	28	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSEpisodeOfCareMap.json	2608	5	0	0	0	0	0	0	0	1649	0	0	0	0	0	0	0	0	0	0	18	27	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSHealthProfessionalMap.json	2546	7	0	0	0	0	0	0	1	1400	0	0	0	0	0	0	0	0	0	0	19	26	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSHumanNameMap.json	2121	6	0	0	0	0	0	0	0	1207	0	0	0	0	0	0	0	0	0	0	18	23	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSImagingReportBodyMap.json	20736	7	0	0	0	0	0	0	1	9362	0	0	0	0	0	0	0	0	0	0	71	54	0	0	0	3	0	0
fsh-generated/resources/ConceptMap-EHDSImagingReportHeaderMap.json	14053	7	0	0	0	0	0	0	1	7853	0	0	0	0	0	0	0	0	0	0	54	37	0	0	0	2	0	0
fsh-generated/resources/ConceptMap-EHDSImagingReportMap.json	4569	5	0	0	0	0	0	0	0	1882	0	0	0	0	0	0	0	0	0	0	27	26	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSImagingStudyMap.json	11634	7	0	0	1	0	0	0	1	6564	0	0	0	0	0	0	0	0	0	0	39	33	0	0	0	0	1	0
fsh-generated/resources/ConceptMap-EHDSLocationMap.json	3072	10	0	0	0	0	0	0	0	1889	0	0	0	0	0	0	0	0	0	0	20	22	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSMediaMap.json	4269	5	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	0	22	28	0	0	0	0	0	1
fsh-generated/resources/ConceptMap-EHDSMedicationAdministrationMap.json	4698	5	0	0	0	0	0	0	1	2689	0	0	0	0	0	0	0	0	0	0	26	25	0	0	0	0	0	1
fsh-generated/resources/ConceptMap-EHDSMedicationMap.json	6024	6	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	42	21	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSObservationMap.json	15802	6	0	0	0	0	0	0	1	7398	0	0	0	0	0	0	0	1	0	0	71	36	0	0	0	1	0	1
fsh-generated/resources/ConceptMap-EHDSOrganizationMap.json	2036	8	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSPatientMap.json	3039	5	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	0	23	21	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSProcedureMap.json	5135	5	0	0	0	0	0	0	0	2751	0	0	0	0	0	0	0	0	0	0	36	24	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSRelatedPersonMap.json	1834	7	0	0	0	0	0	0	1	1023	0	0	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-EHDSServiceRequestMap.json	4361	5	0	0	1	0	0	0	0	2504	0	0	0	0	0	0	0	0	0	0	27	20	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-EHDSSpecimenMap.json	5146	5	0	0	0	0	0	0	0	2909	0	0	0	0	0	0	0	0	0	0	31	22	0	0	0	0	0	0
